id,field,mngt_soil,transect,distance,type,nest_pa,nest_id,soil_bulk_dens,soil_rel_dens,soil_som,soil_ph,soil_sand,soil_silt,soil_clay
A522,JoMe02,CT,2-3m,2,Nest,1,JoMe02_FIT_1.2,1.4048320586320926,0.7124948578555714,1.81,6.37,28.91333129646604,45.8295142071494,25.257154496384562
S89,ChBo04,NT,0-1m,0,Control,0,NA,1.3070396294999123,0.6896477629634896,3.34,7.59,42.68570246223878,36.623215394165115,20.69108214359611
S95,ChBo04,NT,5-6m,5,Control,0,NA,1.454736369900657,0.7495379854129648,3.2,7.69,37.190082644628106,34.40082644628099,28.40909090909091
S134,ChBo04,NT,10-11m,10,Control,0,NA,1.4306628269312802,0.7296757009140277,3.01,7.73,31.230023713784924,37.838952469326735,30.931023816888338
S114,ChBo04,NT,20-21m,20,Control,0,NA,1.4334703467299268,0.7406945606657908,3.42,7.74,37.66825429695589,33.54731828535929,28.78442741768482
S86,ChBo04,NT,30-31m,30,Control,0,NA,1.4291711553438684,0.7434369653335995,3.08,7.65,40.98225340487,34.87412298803137,24.143623607098636
S84,ChBo04,NT,0-1m,0,Nest,1,ChBo04_FIT_1.1,1.3774724305426118,0.7098133272920034,3.04,7.62,37.80940594059406,34.85973597359735,27.33085808580858
S81,ChBo04,NT,10-11m,10,Nest,1,ChBo04_FIT_1.2,1.430547573832328,0.7299646069349851,3.19,7.62,34.510897634541884,33.57091209585787,31.91819026960025
S90,ChBo04,NT,20-21m,20,Nest,1,ChBo04_FIT_1.3,1.4454764523439754,0.7404896926084628,2.84,7.82,39.06957595718403,32.72951832029642,28.200905722519554
S85,ChBo04,NT,0-1m,0,Nest,1,ChBo04_FIT_2.1,1.381158866862782,0.7162361534191548,2.7,7.77,44.80986639260021,32.37410071942446,22.816032887975332
